id,eng_name,malay_name,family
2467,Lithocarpus rotundatus (Blume) A.Camus,,
2468,Lithocarpus tawaiensis S.Julia & Soepadmo,,
2469,Litsea amaroideocarpa Kosterm.,,
2470,Litsea artocarpifolia Gamble,,
2471,Litsea barringtonioides Kosterm.,,
2472,Litsea globosa Kosterm.,,
2473,Litsea globularia,,
2474,Litsea jaswirii Ng,,
2475,Litsea lithocarpoides Kosterm.,,
2476,Litsea sessiliflora Hook.f.,,
2477,Litsea staintonii Kosterm.,,
2478,Litsea subumbelliflora (Blume) Ng,,
2479,"Litsea subumbelliflora (Blume) Ng
(syn = Lindera subumbelliflora (Blume) Kosterm.)",,
2480,Lophopetalum sessilifolium Ridl.,,
2481,Lunasia amara Blanco,,
2482,Macaranga angulata S.J.Davies,,
2483,Macaranga baccaureifolia Airy Shaw,,
2484,Macaranga caladiifolia Becc.,,
2485,Macaranga conifera (Zoll.) Mull.,,
2486,Macaranga costulata Pax ex Hoffm.,,
2487,Macaranga depressa (Mull. Arg.) Müll.-Arg.,,
2488,Macaranga didymocarpa Whitmore,,
2489,Macaranga gigantifolia Merr.,,
2490,Macaranga glandibracteolata S.J.Davies,,
2491,Macaranga hispida Müll.-Arg.,,
2492,Macaranga indistincta Whitmore,,
2493,Macaranga kinabaluensis Airy Shaw,,
2494,Macaranga lamellata Whitmore,,
2495,Macaranga lowii King ex Hook.f.,,
2496,Macaranga motleyana (Müll.-Arg.) Müll.-Arg.,,
2497,"Macaranga pachyphylla Müll.Arg.
(syn = Macaranga curtisii Hook.f.)",,
2498,Macaranga pearsonii Merr.,,
2499,Macaranga petanostyla Airy Shaw,,
2500,Macaranga praestans Airy Shaw,,
2501,"Macaranga pruinosa (Miq.) Müll.Arg.
(syn = Macaranga formicarum Pax & K.Hoffm.)",,
2502,Macaranga pruinosa Müll.-Arg.,,
2503,Macaranga puberula Heine,,
2504,Macaranga rarispina Whitmore,,
2505,Macaranga recurvata Gage,,
2506,Macaranga repando-dentata Airy Shaw,,
2507,Macaranga rostrata Heine,,
2508,Macaranga strigosissima Airy Shaw,,
2509,Macaranga trichocarpa Müll.-Arg.,,
2510,"Macaranga triloba (Thunb.) Müll.Arg.
(syn = Macaranga quadricornis Ridl.)",,
2511,Macaranga winkleri Pax ex Hoffm.,,
2512,Maclurodendron pubescens T.G.Hartley,,
2513,Madhuca cheongiana Yii & P.Chai,,
2514,Madhuca curtisii (King & Gamble) Ridl.,,
2515,Madhuca engkikiana Yii & P.Chai,,
2516,Madhuca engleri (Merr.) Vink,,
2517,Madhuca montana P.Royen,,
2518,Madhuca multinervia Yii & P.Chai,,
2519,Madhuca rufa (King & Gamble) P.Royen,,
2520,Madhuca sandakanensis P.Royen,,
2521,Madhuca sepilokensis P.Royen,,
2522,Madhuca sericea (Miq.) H.J.Lam,,
2523,Madhuca silamensis Yii & P.Chai,,
2524,Madhuca spectabilis P.Royen,,
2525,Madhuca woodii P.Royen,,
2526,Magnolia ashtonii Dandy ex Noot.,,
2527,Magnolia borneensis Noot.,,
2528,Magnolia lasia Noot.,,
2529,Magnolia liliiflora Baill.,,
2530,Magnolia macklottii Dandy,,
2531,"Magnolia macklottii var. beccariana (A.Agostini) Noot.
(syn = Magnolia maingayi King)",,
2532,"Magnolia sabahensis (Dandy ex Noot.) Figlar & Noot.
(syn = Manglietia sabahensis Dandy ex Noot.)",,
2533,Magnolia villosa (Miq.) H.Keng,,
2534,Mallotus dispar (Blume) Müll.-Arg.,,
2535,"Mallotus lancifolius Hook.f.
Mallotus lancifolius Hook.f.
(syn = Mallotus laevigatus (Müll.-Arg.) Airy Shaw)",,
2536,Mallotus peltatus (Geiseler) Müll.-Arg.,,
2537,"Mallotus peltatus (Geiseler) Müll.Arg.
(syn = Mallotus oblongifolius (Miq.) Müll.-Arg.)",,
2538,"Mallotus rufidulus (Miq.) Müll.Arg.
(syn = Mallotus moritzianus Müll.-Arg.)",,
2539,Mammea calciphila Kosterm.,,
2540,Mangifera bloomesteinii Kosterm.,,
2541,Mangifera decandra Ding Hou,,
2542,Mangifera macrocarpa Blume,,
2543,Mangifera magnifica Kochummen,,
2544,Mangifera pentandra Hook.f.,,
2545,Mangifera rufocostata Kosterm.,,
2546,Mangifera subsessilifolia Kosterm.,,
2547,Mangifera swintonioides Kosterm.,,
2548,Margaritaria indica (Dalzell) Airy Shaw,,
2549,Marsypopetalum pallidum (Blume) Backer,,
2550,Matthaea sancta Blume,,
2551,Meiogyne cylindrocarpa (Burck) Heusden,,
2552,"Meiogyne monosperma (Hook.f. & Thomson) Heusden
(syn = Oncodostigma monosperma (Hook.f. & Thomson) J.Sinclair)",,
2553,Melanolepis multiglandulosa (Reinw. ex Blume) Reichb.f. & Zoll.,,
2554,Meliosma lanceolata Blume,,
2555,Meliosma lepidota Blume,,
2556,Meliosma rufo-pilosa M.R.Hend.,,
2557,Meliosma simplicifolia (Roxb.) Walp.,,
2558,Melochia umbellata (Houtt.) Stapf,,
2559,Memecylon appendiculatum Blume,,
2560,Memecylon argenteum K.Bremer,,
2561,Memecylon beccarianum Cogn.,,
2562,Memecylon borneense Merr.,,
2563,"Memecylon caeruleum Jack
(syn = Memecylon floribundum Blume)",,
2564,Memecylon calyptratum K.Bremer,,
2565,Memecylon cephalanthum Ridl.,,
2566,Memecylon coloneuron* ?,,
2567,Memecylon confertiflorum Merr.,,
2568,Memecylon costatum Miq.,,
2569,Memecylon durum Cogn.,,
2570,Memecylon edule Roxb.,,
2571,Memecylon excelsum Blume,,
2572,Memecylon fruticosum King,,
2573,Memecylon garcinioides Blume,,
2574,Memecylon heteropleurum Blume,,
2575,Memecylon intermedium Blume,,
2576,Memecylon lilacinum Zoll. & Moritzi,,
2577,Memecylon minutiflorum Miq.,,
2578,Memecylon oleaefolium Blume,,
2579,Memecylon oligoneurum Blume,,
2580,Memecylon ovatum Sm.,,
2581,Memecylon paniculatumJack,,
2582,Memecylon ruptile K.Bremer,,
2583,Merrillia caloxylon (Ridl.) Swingle,,
2584,Mesua calciola*?,,
2585,Mesua elmeri (Merr.) Kosterm.,,
2586,Mesua ferruginea (Pierre) Kosterm.,,
2587,Mesua hexapetala (Hook.f.) P.S.Ashton,,
2588,Mesua oblongifolia (Ridl.) Kosterm.,,
2589,Mesua paniculata (Blanco) Kosterm.,,
2590,Mesua planigemma Kosterm.,,
2591,Mesua variabilis*?,,
2592,Mezzettia havilandii Ridl.,,
2593,Microcos henrici (Baker.f.) Burret var. acuta R.C.K.Chung,,
2594,Microcos kinabaluensis R.C.K.Chung,,
2595,Microcos latistipulata var. latistipulata Burret,,
2596,"Microcos laurifolia (Hook.f. ex Mast.) Burret
(syn = Grewia laurifolia Hook.f. ex Mast.)",,
2597,Microcos membranifolia R.C.K.Chung,,
2598,Microcos subepetala Stapf ex Ridl.,,
2599,Microcos sumatrana Burret,,
2600,Microcos triflora (Blanco) R.C.K.Chung,,
2601,Micromelum minutum var. minitum (G.Forst.) Wight & Arn.,,
2602,Microtropis borneensis Kochummen,,
2603,Microtropis keningauensis Kochummen,,
2604,Microtropis kinabaluensis Merr. & Freeman,,
2605,Microtropis ovata Merr. & Freeman,,
2606,Microtropis platyphylla Merr.,,
2607,Microtropis sabahensis Kochummen,,
2608,Microtropis sumatrana Merr.,,
2609,Microtropis valida Ridl.,,
2610,Microtropis wallichiana Wight ex Thwaites,,
2611,Milletia vasta* ?,,
2612,Mischocarpus pentapetalus (Roxb.) Radlk.,,
2613,Mischocarpus sundaicus Blume,,
2614,Mitrephora clemensiorum Weeras. & R.M.K. Saunders,,
2615,Mitrephora glabra Scheffer,,
2616,Mitrephora vittata Weeras. & R.M.K.Saunders,,
2617,Monanthocitrus oblanceolata Stone & Jones,,
2618,Monocarpia eneura Miq.,,
2619,"Monosis volkameriifolia (DC.) H.Rob. & Skvarla
(syn = Vernonia wallichii Ridl.)",,
2620,Mora excelsa Benth.,,
2621,Morinda elmeri Merr.,,
2622,Morinda rigida Miq.,,
2623,Morinda umbellata L.,,
2624,Moultonianthus leembruggianus (Boerl.& Koord.) Steenis,,
2625,Myrica javanica Blume,,
2626,Myristica beccarii Warb.,,
2627,Myristica borneensis Warb.,,
2628,Myristica corticata W.J.de Wilde,,
2629,Myristica depressa W.J.de Wilde,,
2630,Myristica gigantea King,,
2631,"Myrsine affinis A. DC.
(syn = Rapanea affinis Mez)",,
2632,"Myrsine aralioides (Philipson) Pipoly
(syn = Rapanea aralioides Philipson)",,
2633,"Myrsine cruciata (Philipson) Pipoly
(syn = Rapanea cruciata Philipson)",,
2634,"Myrsine forbesii (Mez) Pipoly
(syn = Rapanea forbesii Mez)",,
2635,Nageia wallichiana (C.Presl) Kuntze,,
2636,Neesia altissima (Blume) Blume,,
2637,Neesia malayana Bakh.,,
2638,Neesia strigosa Mast.,,
2639,Neolitsea aff. zeylanica (C. Nees & T. Nees) Merr.,,
2640,Neolitsea auricolor (Kosterm.) Kosterm.,,
2641,Neonauclea cyrtopoda Merr.,,
2642,Neonauclea excelsioides Ridsd.,,
2643,"Neonauclea lanceolata subsp. gracilis (Vidal) Ridsdale
(syn = Neonauclea gracilis Merr.)",,
2644,Neonauclea montana Ridsd.,,
2645,Neonauclea pseudocalycina Ridsd.,,
2646,Neoscortechinia forbesii (Hook.f.) S.Moore,,
2647,"Neoscortechinia kingii ?""",,
2648,Neoscortechinia nicobarica (Hook.f.) Pax & K. Hoffm.,,
2649,Neoscortechinia philippinensis (Merr.) Welzen,,
2650,Neoscortechinia sumatrensis S.Moore,,
2651,Nephelium aculeatum Leenh.,,
2652,Nephelium papillatum Leenh.,,
2653,Nephelium subfalcatum Radlk.,,
2654,Norrisia malaccensis Gardner,,
2655,Notaphoebe canescens,,
2656,Notaphoebe coriacea,,
2657,Notaphoebe foetida,,
2658,Notaphoebe havilandii Gamble,,
2659,Notaphoebe heterophylla,,
2660,Notaphoebe kinabaluensis,,
2661,Notaphoebe kingiana Gamble,,
2662,Notaphoebe pachyantha,,
2663,Notaphoebe pyriformis,,
2664,Notaphoebe sarawacensis Gamble,,
2665,Notaphoebe umbelliflora,,
2666,Notaphoebe virgata,,
2667,Ochrosia ackeringae (Teijsm. & Binn.) Miq.,,
2668,Ochrosia glomerata (Blume) Valeton,,
2669,Ochrosia oppositifolia (Lam.) K.Schum.,,
2670,Olea borneensis Boerlage,,
2671,Olea rubroveinia (Elmer) Kiew,,
2672,Ormosia calavensis Azaola,,
2673,Ormosia macrodisca Baker,,
2674,Oroxylum indicum (L.) Vent.,,
2675,Palaquium herveyi King & Gamble,,
2676,Palaquium hexandrum (Griff.) Baill.,,
2677,Palaquium kinabaluense P.Royen,,
2678,Palaquium lisophyllum Pierre ex Dubard,,
2679,Palaquium maingayi (C.B.Clarke) Engl.,,
2680,Palaquium obovatum (Griff.) Engl.,,
2681,Palaquium ottolanderi Koord. & Valeton,,
2682,Palaquium quercifolium (de Vriese) Burck,,
2683,Palaquium rioense H.J.Lam,,
2684,Palaquium rufolanigerum P.Royen,,
2685,Palaquium sumatranum Burck,,
2686,Palaquium vexillatum P.Royen,,
2687,"Paracroton pendula ?""",,
2688,Parartocarpus microcarpus Corner,,
2689,Parartocarpus spinulosus R.Go,,
2690,Paraserianthes chinensis* ?,,
2691,Paraserianthes dolichadena* ?,,
2692,Paraserianthes kostermansii* ?,,
2693,Paraserianthes pedicellata* ?,,
2694,Paraserianthes rosulata* ?,,
2695,Parkia singularis Miq.,,
2696,Pavetta axillaris Bremekamp,,
2697,Pavetta indica L.,,
2698,Pavetta sarawakensis** ?,,
2699,Payena ferruginea J.T.Pereira,,
2700,Payena gigas A.Bruggen,,
2701,Payena khoonmengiana J.T.Pereira,,
2702,Payena kinabaluensis J.T.Pereira,,
2703,Payena longipedicellata Brace ex King & Gamble,,
2704,Payena microphylla (de Vriese) Pierre,,
2705,Payena obscura Burck var. havilandii (King & Gamble) J.T.Pereira,,
2706,Pellacalyx cristatus Hemsl.,,
2707,Pellacalyx symphiodiscus Stapf,,
2708,Peltophorum dasyrhachis (Miq.) Kurz,,
2709,Pentace truncata Kostermans,,
2710,Perrottetia alpestris (Blume) Loes subsp. philippinensis (Vidal) Ding Hou,,
2711,Persea americana Mill.,,
2712,"Phaeanthus ophthalmicus (Roxb. ex G.Don) J.Sinclair
(syn = Phaeanthus ebracteolatus (Presl) Merr.)",,
2713,Phaleria capitata Jack,,
2714,Phoebe lucida Blume,,
2715,Phyllanthus aff. buxifolius (Blume) Müll.-Arg.,,
2716,"Phyllanthus ridleyanus Airy Shaw
(syn = Cleistanthus minutiflorus Ridl.)",,
2717,Pinus oocarpa Schiede,,
2718,Pipturus arborescens C.B.Robinson,,
2719,Pipturus argenteus (G.Forst.) Wedd.,,
2720,Pisonia grandis R.Br.,,
2721,Pithecellobium dulce (Roxb.) Benth.,,
2722,Pittosporum linearifolium J.B.Sugau,,
2723,Pittosporum longisepalum Bakker,,
2724,Pittosporum ramiflorum (Zoll. & Moritzi) Zoll. ex Miq.,,
2725,Pittosporum silamense J.B.Sugau,,
2726,"Planchonella chartacea (F.Muell. ex Benth.) H.J.Lam
(syn = Pouteria linggensis (Burck) Baehni)",,
2727,"Planchonella duclitan (Blanco) Bakh.f.
(syn = Pouteria duclitan (Blanco) Baehni)",,
2728,"Planchonella firma (Miq.) Dubard
(syn = Pouteria firma (Miq.) Baehni)",,
2729,"Planchonella maingayi (C.B.Clarke) P.Royen
(syn = Pouteria maingayi (C.B.Clarke) Baehni)",,
2730,Platea excelsa Blume,,
2731,Platea sclerophylla Sleumer,,
2732,Pleiocarpidia enneandra (Wight) K.Schum.,,
2733,Pleiogynium timorense (DC.) Leenh.,,
2734,Podocarpus borneensis de Laub,,
2735,Podocarpus brevifolius (Stapf) Foxw.,,
2736,Podocarpus confertus de Laub,,
2737,Podocarpus gibbsiae N.E.Gray,,
2738,Podocarpus globulus de Laub,,
2739,Podocarpus laubenfelsii S.K.K.Tiong,,
2740,Podocarpus neriifolius D.Don,,
2741,Podocarpus polystachyus (Blume) J.Silba,,
2742,Polyalthia borneensis Merr.,,
2743,Polyalthia bullata King,,
2744,Polyalthia igniflora D.M.Johnson,,
2745,Polyalthia longifolia (Sonn.) Hook.f. & Thomson,,
2746,Polyalthia lopadantha Diels,,
2747,Polyosma bracteosa Stapf,,
2748,Polyosma cyanea var. cyanea Elmer,,
2749,Polyosma hookeri Stapf,,
2750,Polyosma ilicifolia Blume,,
2751,Polyosma kingiana Schltr.,,
2752,Polyosma laetevirens Griff. ex King,,
2753,Polyosma latifolia Schltr.,,
2754,Polyosma mutabilis Blume,,
2755,"Polyscias aherniana (Merr.) Lowry & G.M.Plunkett 
(syn = Arthrophyllum arhernianum Merr.)",,
2756,"Polyscias collina (Philipson) Lowry & G.M.Plunkett
(syn = Arthrophyllum collinum Philipson)",,
2757,"Polyscias serratifolia (Miq.) Lowry & G.M.Plunkett
(syn = Gastonia serratifolia (Miq.) W.R.Philipson)",,
2758,Pometia ridleyi King ex Radlk.,,
2759,Popowia tomentosa Maingay ex Hook.f. & Thomson,,
2760,Porterandia beamanii Zahid,,
2761,Porterandia catappifolia Ridl.,,
2762,Porterandia chanii Zahid,,
2763,Porterandia grandifolia Ridl.,,
2764,Porterandia minor Ridl.,,
2765,Porterandia pauciflora Ridl.,,
2766,Porterandia postarii Zahid,,
2767,Porterandia puffii Zahid,,
2768,Porterandia rarissima Zahid,,
2769,Potentilla borneensis (Stapf) Kalkman,,
2770,Potentilla leuconota D.Don,,
2771,Potentilla parvula Hook.f. & Thomson,,
2772,Potentilla polyphylla Wall.,,
2773,Pouteria maclayana (F.Muell.) Baehni,,
2774,Pouteria malaccensis (C.B.Clarke) Baehni,,
2775,Praravinia creaghii (Ridl.) Bremekamp,,
2776,Praravinia mollis Bremekamp,,
2777,Praravinia parviflora Bremek,,
2778,Praravinia suberosa (Merr.) Bremekamp,,
2779,Praravinia verruculosa Bremekamp,,
2780,Premna cordifolia L. ex Jackson,,
2781,Premna foetida Reinw. ex Blume,,
2782,Premna kunstleri King & Gamble,,
2783,Premna nitida K.Schum.,,
2784,Premna oblongata Miq.,,
2785,Premna oblongifolia Merr.,,
2786,"Premna oblongifolia Merr.
(syn = Premna oblongifolia Merr. var. angustata Moldenke)",,
2787,Premna rotundifolia Koord. & Valeton,,
2788,"Premna serratifolia L.
(syn = Premna obtusifolia R.Br.)",,
2789,Prismatomeris beccariana (Baill.) J.T.Johansson,,
2790,"Prismatomeris glabra (Korth.) Valeton
(syn = Prismatomeris lepidophoia (Miq.) Ridl.)",,
2791,Prismatomeris kinabaluensis J.T.Johansson,,
2792,Prismatomeris tetrandra Schum.,,
2793,Protium connarifolium (Perkins) Merr.,,
2794,Prunus kinabaluensis Kalkman,,
2795,Prunus lamponga (Miq.) Kalkman,,
2796,Prunus laxinervis Kalkman,,
2797,Prunus mirabilis Sleumer,,
2798,Prunus oocarpa (Stapf) Kalkman,,
2799,Prunus polystachys (Hook.f.) Kalkman,,
2800,Prunus spicata Kalkman,,
2801,Pseudoclausena chrysogyne (Miq.) T.Clark,,
2802,Pteleocarpa lamponga (Miq.) Bakhuizen ex Heyne,,
2803,Pternandra crassicalyx Maxwell,,
2804,Pternandra echinata Wall.,,
2805,Pternandra tuberculata (Korth.) M.P.Nayar,,
2806,Pterocymbium tinctorum Merr.,,
2807,Pterocymbium tubulatum Pierre,,
2808,Ptychopyxis arborea (Merr.) Airy Shaw,,
2809,Ptychopyxis bacciformis Croizat,,
2810,Ptychopyxis javanica (J.J.Sm.) Croizat,,
2811,Ptychopyxis kingii Ridl.,,
2812,Pyrenaria parviflora Ridl.,,
2813,Pyrenaria serrata var. masocarpa,,
2814,Quercus nivea King,,
2815,Rapanea avenis Mez,,
2816,Rapanea capitellata Mez,,
2817,Rapanea dasyphylla Mez,,
2818,Rapanea hasseltii Mez,,
2819,Rapanea umbellulata Mez,,
2820,"Raphiolepsis philippinensis Merr. ?""",,
2821,Rauvolfia sumatrana Jack,,
2822,Rauvolfia verticillata (Lour.) Baill.,,
2823,Reinwardtiodendron chrysogyne (Miq.) T.Clark,,
2824,Reinwardtiodendron cinereum (Hiern) D.J.Mabberley,,
2825,Reinwardtiodendron humile (Hassk) Mabb.,,
2826,Reinwardtiodendron kinabaluense (Kosterm.) Mabb.,,
2827,Rennellia borneensis (Baill.) Ridl.,,
2828,Rhamnus borneensis Steenis,,
2829,Rhizophora stylosa Griff.,,
2830,Rhodamnia uniflora Burkill,,
2831,Rhododendron acuminatum Hook.f.,,
2832,"Rhododendron baconii Argent, A. Lamb & Phillipps",,
2833,Rhododendron lowii Hook.f.,,
2834,Rhododendron polyanthemum Sleumer,,
2835,"Rhododendron rugosum var. laeve Argent, A. Lamb & Phillipps",,
2836,Rhododendron suaveolens Sleumer,,
2837,Rhysotoechia koordersii Radlk.,,
2838,Rinorea anguifera Kuntze,,
2839,Rinorea bengalensis Kuntze,,
2840,Rinorea horneri iKuntze,,
2841,Rinorea javanica Kuntze,,
2842,Rinorea longiracemosa Craib,,
2843,Rinorea sclerocarpa (Burgersdijk) Jacobs,,
2844,Rollinia mucosa (Jacq.) Baill.,,
2845,Ryparosa baccaureioides Sleumer,,
2846,Ryparosa kunstleri King,,
2847,Sandoricum koetjape Merr.,,
2848,Santiria grandiflora Kalkman,,
2849,"Sapium discolor ?""",,
2850,Saprosma arborea Blume,,
2851,Saprosma ternatum Benth.,,
2852,Saprosma tetrandra** ?,,
2853,Saraca hullettii Prain,,
2854,Sarcosperma paniculatum (King) Stapf & King,,
2855,Saurauia aff. horrida Hook.f.,,
2856,Saurauia agamae Merr.,,
2857,Saurauia amplifolia Merr.,,
2858,Saurauia barbata**,,
2859,Saurauia bracteosa**,,
2860,Saurauia capitellata**,,
2861,Saurauia corneri**,,
2862,Saurauia ferox**,,
2863,Saurauia gamae**,,
2864,Saurauia graciliflora**,,
2865,Saurauia heterosepala**,,
2866,Saurauia hooglandii**,,
2867,Saurauia horrida Kanehira & Hatusima,,
2868,Saurauia javanica (Nees) Hoogland,,
2869,Saurauia kinabaluensis**,,
2870,Saurauia lepidota**,,
2871,Saurauia longipetiolata**,,
2872,Saurauia longistyla**,,
2873,Saurauia mudiflora**,,
2874,Saurauia myrmecoides**,,
2875,Saurauia nudiflora**,,
2876,Saurauia oblancifolia**,,
2877,Saurauia palawanensis**,,
2878,Saurauia pendula**,,
2879,Saurauia platyphylla** Merr.,,
2880,Saurauia reinwardtiana**,,
2881,Saurauia speciosa**,,
2882,Saurauia strigillosa,,
2883,Saurauia subglabra**,,
2884,Saurauia umbellata**,,
2885,Sauropus pierrei (Beille) Croizat,,
2886,Sauropus rhamnoides Blume,,
2887,Scaevola chanii Wong,,
2888,Scaevola micrantha C.Presl,,
2889,Scaevola verticillata Leenh.,,
2890,Schima crenata Korth.,,
2891,Schima monticola Kurz,,
2892,Schoutenia accrescens (Mast.) Merr.,,
2893,Schrebera kusnotoi Kosterm.,,
2894,Schuurmansia elegans Blume,,
2895,Scolopia macrophylla (Wight & Arnott) Clos,,
2896,Scutinanthe brunnea Thwaites,,
2897,Sebastiana borneensis* ?,,
2898,Senna cf. siamea (Lam.) H.S. Irwin & Barneby ( syn = Senna absus (L.) Roxb.),,
2899,Severina disticha (Blanco) Swingle,,
2900,Severina paniculata (Warb.) Swingle,,
2901,Shorea macroptera (Dyer) subsp. macropterifolia P.S.Ashton,,
2902,Shorea macroptera Dyer subsp. sandakanensis (Symington) P.S.Ashton,,
2903,Shorea mujongensis P.S.Ashton,,
2904,Shorea ovalis (Korth.) Blume subsp. ovalis (Korth.) Blume,,
2905,Shorea ovalis (Korth.) Blume subsp. sarawakensis P.S.Ashton,,
2906,Shorea parvifolia subsp. parvifolia Dyer,,
2907,Shorea parvistipulata subsp. nebulosa (Meijer) P.S.Ashton,,
2908,Shorea parvistipulata subsp. parvistipulata F.Heim,,
2909,Shorea subcylindrica Slooten,,
2910,Shorea tenuiramulosa P.S.Ashton,,
2911,Siphonodon celastrineus Griff.,,
2912,Sloanea javanica (Miq.) Koord. & Valeton,,
2913,Sloanea sigun (Blume) k. schum,,
2914,Solenocarpus philippinensis (Elmer) Kosterm.,,
2915,Soulamea amara Lam.,,
2916,Spathiostemon javensis Blume,,
2917,"Spondias cytherea Sonnerat 
( syn = Spondias dulcis Parkinson )",,
2918,Stelechocarpus cauliflorus (Scheff.) J.Sinclair,,
2919,Stemonurus umbellatus Becc.,,
2920,Sterculia gilva Miq.,,
2921,Sterculia longipetiolata Merr.,,
2922,Sterculia macrophylla Vent.,,
2923,Sterculia membranacea Merr.,,
2924,Sterculia oblongata R.Brown,,
2925,Sterculia rhynchophylla K.Schum.,,
2926,Streblus ilicifolius (Vidal) Corner,,
2927,Styphelia abnormis (Sond.) J.J.Sm.,,
2928,Styphelia suaveolens (Hook.f.) Warb.,,
2929,Sumbaviopsis albicans J.J.Sm.,,
2930,"Sundacarpus amarus (Blume) C.N.Page
(syn = Prumnopitys amara (Blume) de Laub)",,
2931,Suregada glomerulata (Blume) Baill.,,
2932,Swintonia foxworthyi Elmer,,
2933,Swintonia schwenkii (Teijsm. & Binn.) Teijsm. & Binn. ex Hook.f.,,
2934,Symplocos anomala Brand,,
2935,Symplocos buxifolia Stapf,,
2936,Symplocos buxifolioides K.G.Pearce,,
2937,Symplocos cochinchinensis (Lour.) S.Moore subsp. laurina (Retz.) Noot.,,
2938,Symplocos colombonensis Noot.,,
2939,Symplocos costatifructa Noot.,,
2940,Symplocos crassipes C.B.Clarke var. ernae (Brand) Noot.,,
2941,Symplocos deflexa Stapf,,
2942,Symplocos goodeniaea Noot.,,
2943,Symplocos henschelii (Moritzi) Benth. ex C.B.Clarke,,
2944,Symplocos iliaspaiensis Noot. var. pedunculata K.G.Pearce,,
2945,Symplocos laeteviridis Stapf,,
2946,Symplocos odoratissima (Blume) Choisy ex Zoll. var. wenzelii (Merr.) Noot.,,
2947,Symplocos ophirensis C.B.Clarke subsp. perakensis (King & Gamble) Noot.,,
2948,Symplocos tricoccata Noot.,,
2949,Symplocos zizyphoides Stapf,,
2950,Syndyophyllum occidentale (Airy Shaw) Welzen,,
2951,Syzygium ampullaria (Stapf)  Merr. & L.M.Perry,,
2952,Syzygium antisepticum (Blume)  Merr. & L.M.Perry,,
2953,Syzygium aphanomyrtoides  Merr. & L.M.Perry ( syn = Syzygium caudatum (Merr.) Airy Shaw. ),,
2954,Syzygium barringtonioides (Ridl.) Masam.,,
2955,Syzygium beccarii (Ridl.)  Merr. & L.M.Perry,,
2956,Syzygium caryophylliflora (Ridl.)  Merr. & L.M.Perry,,
2957,Syzygium castaneum (Merr.)  Merr. & L.M.Perry,,
2958,Syzygium caudatilimbum (Merr.)  Merr. & L.M.Perry,,
2959,Syzygium cf. punctilimbum (Merr.) Merr. & L.M.Perry,,
2960,"Syzygium chrysanthum  Merr. & L.M.Perry
 ( syn = Syzygium kunstleri (King) Bahadur & R.C.Gaur )",,
2961,Syzygium endertii  Merr. & L.M.Perry,,
2962,Syzygium fastigiatum (Blume)  Merr. & L.M.Perry,,
2963,Syzygium havilandii (Merr.)  Merr. & L.M.Perry,,
2964,Syzygium houttuynii  Merr. & L.M.Perry,,
2965,Syzygium kinabaluensis (Stapf) Merr. & L.M.Perry,,
2966,"Syzygium kingii (Merr.) Merr. & L.M.Perry 
( syn = Syzygium scortechinii (King) Chantaran. & J.Parn. )",,
2967,Syzygium korthalsiana Miq.,,
2968,Syzygium leucocladum Merr. & L.M.Perry,,
2969,Syzygium leucoxylon Korth.,,
2970,Syzygium lineatum (DC.) Merr. & L.M.Perry,,
2971,Syzygium magonliifolia Korth.,,
2972,Syzygium medium (Korth.) Merr. & L.M.Perry,,
2973,Syzygium myrtilloides Merr. & L.M.Perry,,
2974,Syzygium myrtillus (Stapf) Merr. & L.M.Perry,,
2975,Syzygium napiformis (Koord. & Valeton) Merr. & L.M.Perry,,
2976,Syzygium nehadsii* ?,,
2977,Syzygium nitidum Benth.,,
2978,Syzygium pachysepalum Merr. & L.M.Perry,,
2979,Syzygium palawanensis (C.B.Robinson) Merr. & L.M.Perry,,
2980,Syzygium palembanicum Miq.,,
2981,Syzygium panzeri Merr. & L.M.Perry,,
2982,Syzygium paraiense Merr. & L.M.Perry,,
2983,Syzygium paucipunctatum (Koord. & Valeton) Merr. & L.M.Perry,,
2984,Syzygium penibukanense Merr. & L.M.Perry,,
2985,Syzygium reinwardtiana ?,,
2986,Syzygium rejangense Merr. & L.M.Perry,,
2987,Syzygium rostratum DC.,,
2988,Syzygium rosulentum (Ridl.) Merr. & L.M.Perry,,
2989,Syzygium rugosum Korth.,,
2990,Syzygium sandakanensis (Merr.) Merr. & L.M.Perry,,
2991,"Syzygium sarawacense (Merr.) Merr. & L.M.Perry
 ( syn = Syzygium muelleri (Miq.) Miq )",,
2992,Syzygium steenisii Merr. & L.M.Perry,,
2993,Syzygium subdecussata Wall.,,
2994,Syzygium tawahensis (Korth.) Merr. & L.M.Perry,,
2995,"Syzygium tetragonocladum Merr. & L.M.Perry
 ( syn = Syzygium rejangense Merr. & L.M.Perry.)",,
2996,Syzygium treubii Merr. & L.M.Perry,,
2997,Syzygium valdevenosa (Duthie) Merr. & L.M.Perry,,
2998,Syzygium villamilii (Merr.) Merr. & L.M.Perry,,
2999,Syzygium virens Blume,,
3000,"Syzygium viridifolium (Elmer) Merr. & L.M.Perry
 ( syn = Syzygium claviflorum (Roxb.) Wall. ex A.M.Cowan & Cowan.)",,
3001,Syzygium zeylanicum DC.,,
3002,Tabernaemontana antheonycta Leeuwenberg,,
3003,Tabernaemontana corymbosa Roxb. ex Wall.,,
3004,Tabernaemontana pandacaqui Poir.,,
3005,Tapoides villamilii (Merr.) Airy Shaw,,
3006,Tarenna bartlettii Ridl.,,
